id,name,type,reason,team,fixture,league
29,J. Oblak,Questionable,Thigh Injury,Atletico Madrid,2022-09-13T19:00:00+00:00,UEFA Champions League
31,J. M. Gimenez,Missing Fixture,Back Injury,Atletico Madrid,2022-09-18T19:00:00+00:00,La Liga
739,S. Reguilon,Missing Fixture,Injury,Atletico Madrid,2022-09-18T19:00:00+00:00,La Liga
39,S. Savic,Missing Fixture,Thigh Injury,Atletico Madrid,2022-09-18T19:00:00+00:00,La Liga
45,T. Lemar,Questionable,Muscle Injury,Atletico Madrid,2022-09-18T19:00:00+00:00,La Liga
371,Felipe,Missing Fixture,Muscle Injury,Atletico Madrid,2022-10-01T16:30:00+00:00,La Liga
2669,M. Hermoso,Missing Fixture,Red Card,Atletico Madrid,2022-10-01T16:30:00+00:00,La Liga
45,T. Lemar,Missing Fixture,Muscle Injury,Atletico Madrid,2022-10-01T16:30:00+00:00,La Liga
739,S. Reguilon,Missing Fixture,Injury,Atletico Madrid,2022-10-01T16:30:00+00:00,La Liga
2472,R. de Paul,Missing Fixture,Coach's decision,Atletico Madrid,2022-10-01T16:30:00+00:00,La Liga
371,Felipe,Missing Fixture,Muscle Injury,Atletico Madrid,2022-10-04T19:00:00+00:00,UEFA Champions League
739,S. Reguilon,Missing Fixture,Injury,Atletico Madrid,2022-10-04T19:00:00+00:00,UEFA Champions League
371,Felipe,Missing Fixture,Muscle Injury,Atletico Madrid,2022-10-08T14:15:00+00:00,La Liga
753,M. Llorente,Missing Fixture,Calf Injury,Atletico Madrid,2022-10-08T14:15:00+00:00,La Liga
739,S. Reguilon,Missing Fixture,Injury,Atletico Madrid,2022-10-08T14:15:00+00:00,La Liga
371,Felipe,Missing Fixture,Muscle Injury,Atletico Madrid,2022-10-12T16:45:00+00:00,UEFA Champions League
753,M. Llorente,Missing Fixture,Calf Injury,Atletico Madrid,2022-10-12T16:45:00+00:00,UEFA Champions League
739,S. Reguilon,Missing Fixture,Injury,Atletico Madrid,2022-10-12T16:45:00+00:00,UEFA Champions League
371,Felipe,Missing Fixture,Muscle Injury,Atletico Madrid,2022-10-15T19:00:00+00:00,La Liga
753,M. Llorente,Missing Fixture,Calf Injury,Atletico Madrid,2022-10-15T19:00:00+00:00,La Liga
739,S. Reguilon,Missing Fixture,Injury,Atletico Madrid,2022-10-15T19:00:00+00:00,La Liga
371,Felipe,Missing Fixture,Muscle Injury,Atletico Madrid,2022-10-18T19:00:00+00:00,La Liga
50,Koke,Missing Fixture,Muscle Injury,Atletico Madrid,2022-10-18T19:00:00+00:00,La Liga
753,M. Llorente,Missing Fixture,Calf Injury,Atletico Madrid,2022-10-18T19:00:00+00:00,La Liga
739,S. Reguilon,Missing Fixture,Injury,Atletico Madrid,2022-10-18T19:00:00+00:00,La Liga
29,J. Oblak,Questionable,Shoulder Injury,Atletico Madrid,2022-10-18T19:00:00+00:00,La Liga
50,Koke,Missing Fixture,Muscle Injury,Atletico Madrid,2022-10-23T14:15:00+00:00,La Liga
45,T. Lemar,Missing Fixture,Muscle Injury,Atletico Madrid,2022-10-23T14:15:00+00:00,La Liga
753,M. Llorente,Missing Fixture,Calf Injury,Atletico Madrid,2022-10-23T14:15:00+00:00,La Liga
739,S. Reguilon,Missing Fixture,Injury,Atletico Madrid,2022-10-23T14:15:00+00:00,La Liga
50,Koke,Missing Fixture,Muscle Injury,Atletico Madrid,2022-10-26T19:00:00+00:00,UEFA Champions League
45,T. Lemar,Missing Fixture,Muscle Injury,Atletico Madrid,2022-10-26T19:00:00+00:00,UEFA Champions League
753,M. Llorente,Missing Fixture,Calf Injury,Atletico Madrid,2022-10-26T19:00:00+00:00,UEFA Champions League
739,S. Reguilon,Missing Fixture,Injury,Atletico Madrid,2022-10-26T19:00:00+00:00,UEFA Champions League
50,Koke,Missing Fixture,Muscle Injury,Atletico Madrid,2022-10-29T14:15:00+00:00,La Liga
45,T. Lemar,Missing Fixture,Muscle Injury,Atletico Madrid,2022-10-29T14:15:00+00:00,La Liga
753,M. Llorente,Missing Fixture,Calf Injury,Atletico Madrid,2022-10-29T14:15:00+00:00,La Liga
50,Koke,Missing Fixture,Muscle Injury,Atletico Madrid,2022-11-01T17:45:00+00:00,UEFA Champions League
45,T. Lemar,Missing Fixture,Muscle Injury,Atletico Madrid,2022-11-01T17:45:00+00:00,UEFA Champions League
753,M. Llorente,Missing Fixture,Calf Injury,Atletico Madrid,2022-11-01T17:45:00+00:00,UEFA Champions League
50,Koke,Missing Fixture,Muscle Injury,Atletico Madrid,2022-11-06T13:00:00+00:00,La Liga
48,S. Niguez,Missing Fixture,Yellow Cards,Atletico Madrid,2022-11-06T13:00:00+00:00,La Liga
31,J. M. Gimenez,Missing Fixture,Yellow Cards,Atletico Madrid,2022-11-09T20:30:00+00:00,La Liga
583,Joao Felix,Missing Fixture,Yellow Cards,Atletico Madrid,2022-11-09T20:30:00+00:00,La Liga
6503,N. Molina,Missing Fixture,Injury,Atletico Madrid,2022-12-29T20:30:00+00:00,La Liga
2472,R. de Paul,Missing Fixture,Muscle Injury,Atletico Madrid,2022-12-29T20:30:00+00:00,La Liga
20,A. Witsel,Questionable,Illness,Atletico Madrid,2022-12-29T20:30:00+00:00,La Liga
2669,M. Hermoso,Missing Fixture,Red Card,Atletico Madrid,2023-01-08T20:00:00+00:00,La Liga
2923,Y. Carrasco,Missing Fixture,Muscle Injury,Atletico Madrid,2023-01-15T15:15:00+00:00,La Liga
31,J. M. Gimenez,Missing Fixture,Muscle Injury,Atletico Madrid,2023-01-15T15:15:00+00:00,La Liga
39,S. Savic,Missing Fixture,Red Card,Atletico Madrid,2023-01-15T15:15:00+00:00,La Liga
31,J. M. Gimenez,Missing Fixture,Muscle Injury,Atletico Madrid,2023-01-21T17:30:00+00:00,La Liga
739,S. Reguilon,Missing Fixture,Red Card,Atletico Madrid,2023-01-21T17:30:00+00:00,La Liga
39,S. Savic,Missing Fixture,Red Card,Atletico Madrid,2023-01-21T17:30:00+00:00,La Liga
753,M. Llorente,Missing Fixture,Muscle Injury,Atletico Madrid,2023-01-29T15:15:00+00:00,La Liga
39,S. Savic,Missing Fixture,Injury,Atletico Madrid,2023-01-29T15:15:00+00:00,La Liga
45,T. Lemar,Missing Fixture,Knee Injury,Atletico Madrid,2023-02-19T17:30:00+00:00,La Liga
39,S. Savic,Missing Fixture,Red Card,Atletico Madrid,2023-02-19T17:30:00+00:00,La Liga
926,G. Kondogbia,Missing Fixture,Injury,Atletico Madrid,2023-02-25T17:30:00+00:00,La Liga
739,S. Reguilon,Missing Fixture,Muscle Injury,Atletico Madrid,2023-02-25T17:30:00+00:00,La Liga
2472,R. de Paul,Missing Fixture,Thigh Injury,Atletico Madrid,2023-02-25T17:30:00+00:00,La Liga
53,A. Correa,Missing Fixture,Red Card,Atletico Madrid,2023-03-04T20:00:00+00:00,La Liga
22225,R. Mandava,Missing Fixture,Knee Injury,Atletico Madrid,2023-03-04T20:00:00+00:00,La Liga
6503,N. Molina,Missing Fixture,Yellow Cards,Atletico Madrid,2023-03-04T20:00:00+00:00,La Liga
739,S. Reguilon,Missing Fixture,Muscle Injury,Atletico Madrid,2023-03-04T20:00:00+00:00,La Liga
2472,R. de Paul,Missing Fixture,Thigh Injury,Atletico Madrid,2023-03-04T20:00:00+00:00,La Liga
22225,R. Mandava,Missing Fixture,Knee Injury,Atletico Madrid,2023-03-13T20:00:00+00:00,La Liga
739,S. Reguilon,Missing Fixture,Muscle Injury,Atletico Madrid,2023-03-13T20:00:00+00:00,La Liga
22225,R. Mandava,Missing Fixture,Knee Injury,Atletico Madrid,2023-03-18T20:00:00+00:00,La Liga
739,S. Reguilon,Missing Fixture,Muscle Injury,Atletico Madrid,2023-03-18T20:00:00+00:00,La Liga
667,M. Depay,Missing Fixture,Thigh Injury,Atletico Madrid,2023-04-02T19:00:00+00:00,La Liga
22225,R. Mandava,Missing Fixture,Knee Injury,Atletico Madrid,2023-04-02T19:00:00+00:00,La Liga
739,S. Reguilon,Missing Fixture,Muscle Injury,Atletico Madrid,2023-04-02T19:00:00+00:00,La Liga
53,A. Correa,Missing Fixture,Personal Reasons,Atletico Madrid,2023-04-09T19:00:00+00:00,La Liga
667,M. Depay,Missing Fixture,Thigh Injury,Atletico Madrid,2023-04-09T19:00:00+00:00,La Liga
22225,R. Mandava,Missing Fixture,Knee Injury,Atletico Madrid,2023-04-09T19:00:00+00:00,La Liga
667,M. Depay,Missing Fixture,Thigh Injury,Atletico Madrid,2023-04-16T16:30:00+00:00,La Liga
22225,R. Mandava,Missing Fixture,Knee Injury,Atletico Madrid,2023-04-16T16:30:00+00:00,La Liga
39,S. Savic,Missing Fixture,Back Injury,Atletico Madrid,2023-04-16T16:30:00+00:00,La Liga
667,M. Depay,Missing Fixture,Thigh Injury,Atletico Madrid,2023-04-23T14:15:00+00:00,La Liga
926,G. Kondogbia,Missing Fixture,Yellow Cards,Atletico Madrid,2023-04-23T14:15:00+00:00,La Liga
753,M. Llorente,Missing Fixture,Yellow Cards,Atletico Madrid,2023-04-23T14:15:00+00:00,La Liga
22225,R. Mandava,Missing Fixture,Knee Injury,Atletico Madrid,2023-04-23T14:15:00+00:00,La Liga
667,M. Depay,Missing Fixture,Thigh Injury,Atletico Madrid,2023-04-26T17:30:00+00:00,La Liga
753,M. Llorente,Missing Fixture,Muscle Injury,Atletico Madrid,2023-04-26T17:30:00+00:00,La Liga
22225,R. Mandava,Missing Fixture,Knee Injury,Atletico Madrid,2023-04-26T17:30:00+00:00,La Liga
29,J. Oblak,Missing Fixture,Neck Injury,Atletico Madrid,2023-04-26T17:30:00+00:00,La Liga
39,S. Savic,Missing Fixture,Yellow Cards,Atletico Madrid,2023-04-26T17:30:00+00:00,La Liga
753,M. Llorente,Missing Fixture,Muscle Injury,Atletico Madrid,2023-04-30T19:00:00+00:00,La Liga
22225,R. Mandava,Missing Fixture,Knee Injury,Atletico Madrid,2023-04-30T19:00:00+00:00,La Liga
29,J. Oblak,Missing Fixture,Stomach Disorder,Atletico Madrid,2023-04-30T19:00:00+00:00,La Liga
39,S. Savic,Missing Fixture,Foot Injury,Atletico Madrid,2023-04-30T19:00:00+00:00,La Liga
753,M. Llorente,Missing Fixture,Muscle Injury,Atletico Madrid,2023-05-03T20:00:00+00:00,La Liga
22225,R. Mandava,Missing Fixture,Knee Injury,Atletico Madrid,2023-05-03T20:00:00+00:00,La Liga
29,J. Oblak,Missing Fixture,Stomach Disorder,Atletico Madrid,2023-05-03T20:00:00+00:00,La Liga
39,S. Savic,Missing Fixture,Foot Injury,Atletico Madrid,2023-05-03T20:00:00+00:00,La Liga
667,M. Depay,Questionable,Injury,Atletico Madrid,2023-05-03T20:00:00+00:00,La Liga
667,M. Depay,Missing Fixture,Injury,Atletico Madrid,2023-05-14T14:15:00+00:00,La Liga
753,M. Llorente,Missing Fixture,Muscle Injury,Atletico Madrid,2023-05-14T14:15:00+00:00,La Liga
22225,R. Mandava,Missing Fixture,Knee Injury,Atletico Madrid,2023-05-14T14:15:00+00:00,La Liga
29,J. Oblak,Missing Fixture,Neck Injury,Atletico Madrid,2023-05-14T14:15:00+00:00,La Liga
39,S. Savic,Missing Fixture,Foot Injury,Atletico Madrid,2023-05-14T14:15:00+00:00,La Liga
667,M. Depay,Missing Fixture,Injury,Atletico Madrid,2023-05-21T14:15:00+00:00,La Liga
45,T. Lemar,Missing Fixture,Leg Injury,Atletico Madrid,2023-05-21T14:15:00+00:00,La Liga
753,M. Llorente,Missing Fixture,Muscle Injury,Atletico Madrid,2023-05-21T14:15:00+00:00,La Liga
22225,R. Mandava,Missing Fixture,Knee Injury,Atletico Madrid,2023-05-21T14:15:00+00:00,La Liga
29,J. Oblak,Missing Fixture,Neck Injury,Atletico Madrid,2023-05-21T14:15:00+00:00,La Liga
39,S. Savic,Missing Fixture,Foot Injury,Atletico Madrid,2023-05-21T14:15:00+00:00,La Liga
667,M. Depay,Missing Fixture,Injury,Atletico Madrid,2023-05-24T20:00:00+00:00,La Liga
45,T. Lemar,Missing Fixture,Leg Injury,Atletico Madrid,2023-05-24T20:00:00+00:00,La Liga
753,M. Llorente,Missing Fixture,Muscle Injury,Atletico Madrid,2023-05-24T20:00:00+00:00,La Liga
22225,R. Mandava,Missing Fixture,Knee Injury,Atletico Madrid,2023-05-24T20:00:00+00:00,La Liga
59,A. Morata,Missing Fixture,Neck Injury,Atletico Madrid,2023-05-24T20:00:00+00:00,La Liga
29,J. Oblak,Missing Fixture,Neck Injury,Atletico Madrid,2023-05-24T20:00:00+00:00,La Liga
39,S. Savic,Missing Fixture,Foot Injury,Atletico Madrid,2023-05-24T20:00:00+00:00,La Liga
667,M. Depay,Missing Fixture,Injury,Atletico Madrid,2023-05-28T17:00:00+00:00,La Liga
45,T. Lemar,Missing Fixture,Leg Injury,Atletico Madrid,2023-05-28T17:00:00+00:00,La Liga
753,M. Llorente,Missing Fixture,Muscle Injury,Atletico Madrid,2023-05-28T17:00:00+00:00,La Liga
22225,R. Mandava,Missing Fixture,Knee Injury,Atletico Madrid,2023-05-28T17:00:00+00:00,La Liga
29,J. Oblak,Missing Fixture,Neck Injury,Atletico Madrid,2023-05-28T17:00:00+00:00,La Liga
2923,Y. Carrasco,Missing Fixture,Face Injury,Atletico Madrid,2023-06-04T16:30:00+00:00,La Liga
667,M. Depay,Missing Fixture,Injury,Atletico Madrid,2023-06-04T16:30:00+00:00,La Liga
31,J. M. Gimenez,Missing Fixture,Knee Injury,Atletico Madrid,2023-06-04T16:30:00+00:00,La Liga
926,G. Kondogbia,Missing Fixture,Injury,Atletico Madrid,2023-06-04T16:30:00+00:00,La Liga
22225,R. Mandava,Missing Fixture,Knee Injury,Atletico Madrid,2023-06-04T16:30:00+00:00,La Liga
29,J. Oblak,Missing Fixture,Neck Injury,Atletico Madrid,2023-06-04T16:30:00+00:00,La Liga
2472,R. de Paul,Missing Fixture,Yellow Cards,Atletico Madrid,2023-06-04T16:30:00+00:00,La Liga
