id,name,type,reason,team,fixture,league
667,M. Depay,Missing Fixture,Muscle Injury,Barcelona,2022-10-20T19:00:00+00:00,La Liga
101814,R. Araujo,Missing Fixture,Muscle Injury,Barcelona,2022-10-23T19:00:00+00:00,La Liga
2282,A. Christensen,Missing Fixture,Ankle Injury,Barcelona,2022-10-23T19:00:00+00:00,La Liga
667,M. Depay,Missing Fixture,Muscle Injury,Barcelona,2022-10-23T19:00:00+00:00,La Liga
101814,R. Araujo,Missing Fixture,Muscle Injury,Barcelona,2022-10-26T19:00:00+00:00,UEFA Champions League
2282,A. Christensen,Missing Fixture,Ankle Injury,Barcelona,2022-10-26T19:00:00+00:00,UEFA Champions League
667,M. Depay,Missing Fixture,Muscle Injury,Barcelona,2022-10-26T19:00:00+00:00,UEFA Champions League
137,S. Roberto,Missing Fixture,Shoulder Injury,Barcelona,2022-10-26T19:00:00+00:00,UEFA Champions League
101814,R. Araujo,Missing Fixture,Muscle Injury,Barcelona,2022-10-29T19:00:00+00:00,La Liga
2282,A. Christensen,Missing Fixture,Ankle Injury,Barcelona,2022-10-29T19:00:00+00:00,La Liga
667,M. Depay,Missing Fixture,Muscle Injury,Barcelona,2022-10-29T19:00:00+00:00,La Liga
137,S. Roberto,Missing Fixture,Shoulder Injury,Barcelona,2022-10-29T19:00:00+00:00,La Liga
101814,R. Araujo,Missing Fixture,Muscle Injury,Barcelona,2022-11-01T20:00:00+00:00,UEFA Champions League
144,S. Busquets,Missing Fixture,Yellow Cards,Barcelona,2022-11-01T20:00:00+00:00,UEFA Champions League
2282,A. Christensen,Missing Fixture,Ankle Injury,Barcelona,2022-11-01T20:00:00+00:00,UEFA Champions League
667,M. Depay,Missing Fixture,Muscle Injury,Barcelona,2022-11-01T20:00:00+00:00,UEFA Champions League
619,E. Garcia,Missing Fixture,Thigh Injury,Barcelona,2022-11-01T20:00:00+00:00,UEFA Champions League
1257,J. Kounde,Missing Fixture,Muscle Injury,Barcelona,2022-11-01T20:00:00+00:00,UEFA Champions League
521,R. Lewandowski,Missing Fixture,Rest,Barcelona,2022-11-01T20:00:00+00:00,UEFA Champions League
137,S. Roberto,Missing Fixture,Shoulder Injury,Barcelona,2022-11-01T20:00:00+00:00,UEFA Champions League
101814,R. Araujo,Missing Fixture,Muscle Injury,Barcelona,2022-11-05T20:00:00+00:00,La Liga
667,M. Depay,Missing Fixture,Muscle Injury,Barcelona,2022-11-05T20:00:00+00:00,La Liga
1642,F. Kessie,Missing Fixture,Thigh Injury,Barcelona,2022-11-05T20:00:00+00:00,La Liga
1257,J. Kounde,Missing Fixture,Muscle Injury,Barcelona,2022-11-05T20:00:00+00:00,La Liga
137,S. Roberto,Missing Fixture,Shoulder Injury,Barcelona,2022-11-05T20:00:00+00:00,La Liga
101814,R. Araujo,Missing Fixture,Muscle Injury,Barcelona,2022-11-08T20:30:00+00:00,La Liga
667,M. Depay,Missing Fixture,Muscle Injury,Barcelona,2022-11-08T20:30:00+00:00,La Liga
1642,F. Kessie,Missing Fixture,Thigh Injury,Barcelona,2022-11-08T20:30:00+00:00,La Liga
1257,J. Kounde,Missing Fixture,Muscle Injury,Barcelona,2022-11-08T20:30:00+00:00,La Liga
137,S. Roberto,Missing Fixture,Shoulder Injury,Barcelona,2022-11-08T20:30:00+00:00,La Liga
128,J. Alba,Missing Fixture,Red Card,Barcelona,2023-01-08T20:00:00+00:00,La Liga
521,R. Lewandowski,Missing Fixture,Red Card,Barcelona,2023-01-08T20:00:00+00:00,La Liga
521,R. Lewandowski,Missing Fixture,Red Card,Barcelona,2023-01-22T17:30:00+00:00,La Liga
931,F. Torres,Missing Fixture,Red Card,Barcelona,2023-01-22T17:30:00+00:00,La Liga
521,R. Lewandowski,Missing Fixture,Red Card,Barcelona,2023-01-28T15:15:00+00:00,La Liga
931,F. Torres,Missing Fixture,Red Card,Barcelona,2023-01-28T15:15:00+00:00,La Liga
153,O. Dembele,Missing Fixture,Muscle Injury,Barcelona,2023-02-01T20:00:00+00:00,La Liga
153,O. Dembele,Missing Fixture,Muscle Injury,Barcelona,2023-02-05T20:00:00+00:00,La Liga
144,S. Busquets,Missing Fixture,Ankle Injury,Barcelona,2023-02-12T20:00:00+00:00,La Liga
153,O. Dembele,Missing Fixture,Muscle Injury,Barcelona,2023-02-12T20:00:00+00:00,La Liga
144,S. Busquets,Missing Fixture,Ankle Injury,Barcelona,2023-02-16T17:45:00+00:00,UEFA Europa League
153,O. Dembele,Missing Fixture,Muscle Injury,Barcelona,2023-02-16T17:45:00+00:00,UEFA Europa League
101814,R. Araujo,Missing Fixture,Yellow Cards,Barcelona,2023-02-19T20:00:00+00:00,La Liga
153,O. Dembele,Missing Fixture,Muscle Injury,Barcelona,2023-02-19T20:00:00+00:00,La Liga
133609,Pedri,Missing Fixture,Thigh Injury,Barcelona,2023-02-19T20:00:00+00:00,La Liga
153,O. Dembele,Missing Fixture,Muscle Injury,Barcelona,2023-02-23T20:00:00+00:00,UEFA Europa League
296667,Gavi,Missing Fixture,Yellow Cards,Barcelona,2023-02-23T20:00:00+00:00,UEFA Europa League
133609,Pedri,Missing Fixture,Thigh Injury,Barcelona,2023-02-23T20:00:00+00:00,UEFA Europa League
153,O. Dembele,Missing Fixture,Muscle Injury,Barcelona,2023-02-26T17:30:00+00:00,La Liga
135775,A. Fati,Missing Fixture,Knee Injury,Barcelona,2023-02-26T17:30:00+00:00,La Liga
133609,Pedri,Missing Fixture,Thigh Injury,Barcelona,2023-02-26T17:30:00+00:00,La Liga
153,O. Dembele,Missing Fixture,Muscle Injury,Barcelona,2023-03-05T15:15:00+00:00,La Liga
296667,Gavi,Missing Fixture,Yellow Cards,Barcelona,2023-03-05T15:15:00+00:00,La Liga
521,R. Lewandowski,Missing Fixture,Muscle Injury,Barcelona,2023-03-05T15:15:00+00:00,La Liga
133609,Pedri,Missing Fixture,Thigh Injury,Barcelona,2023-03-05T15:15:00+00:00,La Liga
101814,R. Araujo,Missing Fixture,Red Card,Barcelona,2023-03-12T20:00:00+00:00,La Liga
153,O. Dembele,Missing Fixture,Muscle Injury,Barcelona,2023-03-12T20:00:00+00:00,La Liga
133609,Pedri,Missing Fixture,Thigh Injury,Barcelona,2023-03-12T20:00:00+00:00,La Liga
153,O. Dembele,Missing Fixture,Muscle Injury,Barcelona,2023-03-19T20:00:00+00:00,La Liga
133609,Pedri,Missing Fixture,Thigh Injury,Barcelona,2023-03-19T20:00:00+00:00,La Liga
2282,A. Christensen,Missing Fixture,Calf Injury,Barcelona,2023-04-01T19:00:00+00:00,La Liga
153,O. Dembele,Missing Fixture,Muscle Injury,Barcelona,2023-04-01T19:00:00+00:00,La Liga
133609,Pedri,Missing Fixture,Thigh Injury,Barcelona,2023-04-01T19:00:00+00:00,La Liga
1496,Raphinha,Missing Fixture,Yellow Cards,Barcelona,2023-04-01T19:00:00+00:00,La Liga
538,F. de Jong,Missing Fixture,Hamstring Injury,Barcelona,2023-04-01T19:00:00+00:00,La Liga
2282,A. Christensen,Missing Fixture,Calf Injury,Barcelona,2023-04-10T19:00:00+00:00,La Liga
153,O. Dembele,Missing Fixture,Muscle Injury,Barcelona,2023-04-10T19:00:00+00:00,La Liga
133609,Pedri,Missing Fixture,Thigh Injury,Barcelona,2023-04-10T19:00:00+00:00,La Liga
538,F. de Jong,Missing Fixture,Hamstring Injury,Barcelona,2023-04-10T19:00:00+00:00,La Liga
2282,A. Christensen,Missing Fixture,Calf Injury,Barcelona,2023-04-16T14:15:00+00:00,La Liga
153,O. Dembele,Missing Fixture,Muscle Injury,Barcelona,2023-04-16T14:15:00+00:00,La Liga
133609,Pedri,Missing Fixture,Thigh Injury,Barcelona,2023-04-16T14:15:00+00:00,La Liga
538,F. de Jong,Missing Fixture,Hamstring Injury,Barcelona,2023-04-16T14:15:00+00:00,La Liga
2282,A. Christensen,Missing Fixture,Calf Injury,Barcelona,2023-04-23T14:15:00+00:00,La Liga
153,O. Dembele,Missing Fixture,Muscle Injury,Barcelona,2023-04-23T14:15:00+00:00,La Liga
137,S. Roberto,Missing Fixture,Muscle Injury,Barcelona,2023-04-23T14:15:00+00:00,La Liga
144,S. Busquets,Missing Fixture,Yellow Cards,Barcelona,2023-04-26T20:00:00+00:00,La Liga
2282,A. Christensen,Missing Fixture,Calf Injury,Barcelona,2023-04-26T20:00:00+00:00,La Liga
153,O. Dembele,Missing Fixture,Muscle Injury,Barcelona,2023-04-26T20:00:00+00:00,La Liga
137,S. Roberto,Missing Fixture,Muscle Injury,Barcelona,2023-04-26T20:00:00+00:00,La Liga
137,S. Roberto,Missing Fixture,Muscle Injury,Barcelona,2023-04-29T19:00:00+00:00,La Liga
137,S. Roberto,Missing Fixture,Muscle Injury,Barcelona,2023-05-02T17:30:00+00:00,La Liga
101814,R. Araujo,Missing Fixture,Calf Injury,Barcelona,2023-05-20T19:00:00+00:00,La Liga
296667,Gavi,Missing Fixture,Yellow Cards,Barcelona,2023-05-20T19:00:00+00:00,La Liga
133609,Pedri,Missing Fixture,Muscle Injury,Barcelona,2023-05-20T19:00:00+00:00,La Liga
101814,R. Araujo,Missing Fixture,Calf Injury,Barcelona,2023-05-23T20:00:00+00:00,La Liga
1257,J. Kounde,Missing Fixture,Health problems,Barcelona,2023-05-23T20:00:00+00:00,La Liga
133609,Pedri,Missing Fixture,Muscle Injury,Barcelona,2023-05-23T20:00:00+00:00,La Liga
101814,R. Araujo,Missing Fixture,Calf Injury,Barcelona,2023-05-28T17:00:00+00:00,La Liga
133609,Pedri,Missing Fixture,Muscle Injury,Barcelona,2023-05-28T17:00:00+00:00,La Liga
128,J. Alba,Missing Fixture,Coach's decision,Barcelona,2023-06-04T19:00:00+00:00,La Liga
101814,R. Araujo,Missing Fixture,Calf Injury,Barcelona,2023-06-04T19:00:00+00:00,La Liga
161928,A. Balde,Missing Fixture,Ankle Injury,Barcelona,2023-06-04T19:00:00+00:00,La Liga
144,S. Busquets,Missing Fixture,Coach's decision,Barcelona,2023-06-04T19:00:00+00:00,La Liga
133609,Pedri,Missing Fixture,Muscle Injury,Barcelona,2023-06-04T19:00:00+00:00,La Liga
