id,name,type,reason,team,fixture,league
642,S. Aguero,Missing Fixture,Calf Injury,Barcelona,2021-08-21T20:00:00+00:00,La Liga
147,Coutinho,Missing Fixture,Lacking Match Fitness,Barcelona,2021-08-21T20:00:00+00:00,La Liga
153,O. Dembele,Missing Fixture,Knee Injury,Barcelona,2021-08-21T20:00:00+00:00,La Liga
135775,A. Fati,Missing Fixture,Knee Injury,Barcelona,2021-08-21T20:00:00+00:00,La Liga
162712,O. Mingueza,Missing Fixture,Muscle Injury,Barcelona,2021-08-21T20:00:00+00:00,La Liga
872,M. Pjanic,Missing Fixture,Coach's decision,Barcelona,2021-08-21T20:00:00+00:00,La Liga
139,S. Umtiti,Missing Fixture,Coach's decision,Barcelona,2021-08-21T20:00:00+00:00,La Liga
141,M. Wague,Missing Fixture,Tendon Injury,Barcelona,2021-08-21T20:00:00+00:00,La Liga
127,M. ter Stegen,Missing Fixture,Knee Injury,Barcelona,2021-08-21T20:00:00+00:00,La Liga
642,S. Aguero,Missing Fixture,Calf Injury,Barcelona,2021-08-29T15:00:00+00:00,La Liga
153,O. Dembele,Missing Fixture,Knee Injury,Barcelona,2021-08-29T15:00:00+00:00,La Liga
135775,A. Fati,Missing Fixture,Knee Injury,Barcelona,2021-08-29T15:00:00+00:00,La Liga
619,E. Garcia,Missing Fixture,Red Card,Barcelona,2021-08-29T15:00:00+00:00,La Liga
136,G. Pique,Missing Fixture,Calf Injury,Barcelona,2021-08-29T15:00:00+00:00,La Liga
141,M. Wague,Missing Fixture,Tendon Injury,Barcelona,2021-08-29T15:00:00+00:00,La Liga
642,S. Aguero,Missing Fixture,Calf Injury,Barcelona,2021-09-14T19:00:00+00:00,UEFA Champions League
2737,M. Braithwaite,Missing Fixture,Knee Injury,Barcelona,2021-09-14T19:00:00+00:00,UEFA Champions League
153,O. Dembele,Missing Fixture,Knee Injury,Barcelona,2021-09-14T19:00:00+00:00,UEFA Champions League
135775,A. Fati,Missing Fixture,Lacking Match Fitness,Barcelona,2021-09-14T19:00:00+00:00,UEFA Champions League
141,M. Wague,Missing Fixture,Tendon Injury,Barcelona,2021-09-14T19:00:00+00:00,UEFA Champions League
642,S. Aguero,Missing Fixture,Calf Injury,Barcelona,2021-09-20T19:00:00+00:00,La Liga
2737,M. Braithwaite,Missing Fixture,Knee Injury,Barcelona,2021-09-20T19:00:00+00:00,La Liga
153,O. Dembele,Missing Fixture,Knee Injury,Barcelona,2021-09-20T19:00:00+00:00,La Liga
133609,Pedri,Missing Fixture,Muscle Injury,Barcelona,2021-09-20T19:00:00+00:00,La Liga
141,M. Wague,Missing Fixture,Tendon Injury,Barcelona,2021-09-20T19:00:00+00:00,La Liga
128,J. Alba,Questionable,Muscle Injury,Barcelona,2021-09-20T19:00:00+00:00,La Liga
135775,A. Fati,Questionable,Lacking Match Fitness,Barcelona,2021-09-20T19:00:00+00:00,La Liga
642,S. Aguero,Missing Fixture,Calf Injury,Barcelona,2021-09-23T20:00:00+00:00,La Liga
128,J. Alba,Missing Fixture,Muscle Injury,Barcelona,2021-09-23T20:00:00+00:00,La Liga
161928,A. Balde,Missing Fixture,Back Injury,Barcelona,2021-09-23T20:00:00+00:00,La Liga
2737,M. Braithwaite,Missing Fixture,Knee Injury,Barcelona,2021-09-23T20:00:00+00:00,La Liga
153,O. Dembele,Missing Fixture,Knee Injury,Barcelona,2021-09-23T20:00:00+00:00,La Liga
135775,A. Fati,Missing Fixture,Lacking Match Fitness,Barcelona,2021-09-23T20:00:00+00:00,La Liga
133609,Pedri,Missing Fixture,Muscle Injury,Barcelona,2021-09-23T20:00:00+00:00,La Liga
141,M. Wague,Missing Fixture,Tendon Injury,Barcelona,2021-09-23T20:00:00+00:00,La Liga
642,S. Aguero,Missing Fixture,Calf Injury,Barcelona,2021-09-26T14:15:00+00:00,La Liga
128,J. Alba,Missing Fixture,Muscle Injury,Barcelona,2021-09-26T14:15:00+00:00,La Liga
161928,A. Balde,Missing Fixture,Back Injury,Barcelona,2021-09-26T14:15:00+00:00,La Liga
2737,M. Braithwaite,Missing Fixture,Knee Injury,Barcelona,2021-09-26T14:15:00+00:00,La Liga
153,O. Dembele,Missing Fixture,Knee Injury,Barcelona,2021-09-26T14:15:00+00:00,La Liga
133609,Pedri,Missing Fixture,Muscle Injury,Barcelona,2021-09-26T14:15:00+00:00,La Liga
137,S. Roberto,Missing Fixture,Stomach Disorder,Barcelona,2021-09-26T14:15:00+00:00,La Liga
141,M. Wague,Missing Fixture,Tendon Injury,Barcelona,2021-09-26T14:15:00+00:00,La Liga
538,F. de Jong,Missing Fixture,Red Card,Barcelona,2021-09-26T14:15:00+00:00,La Liga
642,S. Aguero,Missing Fixture,Calf Injury,Barcelona,2021-09-29T19:00:00+00:00,UEFA Champions League
128,J. Alba,Missing Fixture,Muscle Injury,Barcelona,2021-09-29T19:00:00+00:00,UEFA Champions League
161928,A. Balde,Missing Fixture,Back Injury,Barcelona,2021-09-29T19:00:00+00:00,UEFA Champions League
2737,M. Braithwaite,Missing Fixture,Knee Injury,Barcelona,2021-09-29T19:00:00+00:00,UEFA Champions League
153,O. Dembele,Missing Fixture,Knee Injury,Barcelona,2021-09-29T19:00:00+00:00,UEFA Champions League
133609,Pedri,Missing Fixture,Muscle Injury,Barcelona,2021-09-29T19:00:00+00:00,UEFA Champions League
137,S. Roberto,Missing Fixture,Stomach Disorder,Barcelona,2021-09-29T19:00:00+00:00,UEFA Champions League
141,M. Wague,Missing Fixture,Tendon Injury,Barcelona,2021-09-29T19:00:00+00:00,UEFA Champions League
101814,R. Araujo,Missing Fixture,Thigh Injury,Barcelona,2021-10-20T16:45:00+00:00,UEFA Champions League
